"","plot","mean.height_mean","mode.el_mean","height.2_mean","max.el_mean","mode.2_mean","max.can.ht_mean","mean.max.ht_mean","mean.vai_mean","max.vai_mean","deep.gaps_mean","porosity_mean","std.std_mean","mean.std_mean","rugosity_mean","top.rugosity_mean","plot_1_mean","mean.return.ht_mean","sd.return.ht_mean","sky.fraction_mean","cover.fraction_mean","max.ht_mean","rumple_mean","clumping.index_mean","mean.height_sd","mode.el_sd","height.2_sd","max.el_sd","mode.2_sd","max.can.ht_sd","mean.max.ht_sd","mean.vai_sd","max.vai_sd","deep.gaps_sd","porosity_sd","std.std_sd","mean.std_sd","rugosity_sd","top.rugosity_sd","plot_1_sd","mean.return.ht_sd","sd.return.ht_sd","sky.fraction_sd","cover.fraction_sd","max.ht_sd","rumple_sd","clumping.index_sd","Date.and.Time_mean","transect.1_mean","notes_mean","aPAR_mean","bPAR_mean","tau_mean","LAI_mean","Leaf.Distribuition...._mean","Beam.Fraction..Fb._mean","Zenith.Angle_mean","Latitude_mean","Longitude_mean","fPAR_mean","regime_mean","Date.and.Time_sd","transect.1_sd","notes_sd","aPAR_sd","bPAR_sd","tau_sd","LAI_sd","Leaf.Distribuition...._sd","Beam.Fraction..Fb._sd","Zenith.Angle_sd","Latitude_sd","Longitude_sd","fPAR_sd","regime_sd"
"11","GRSM50",9.3950714545,8.375,5.4211716935,27.5,6.6191484385,32.239,16.79085,6.106935174,8.011965812,0,0.779917115,1231.6699663,18.47315831,28.23298888,8.2720641955,NA,7.3714998955,5.5536237125,14.4904560315,85.50954397,32.239,4.8375,0.9296584105,2.36143616484351,3.57088924499207,1.15221599364786,10.6066017177982,2.74613326185556,3.74766594028871,2.44581164544615,1.40038783440653,0.00483491756968147,0,0.00581335536494529,918.532497468229,6.48700664743005,12.0224872200133,0.568353479548904,2.12132034355964,0.293100910660511,0.452479772521926,13.1190260584599,13.1190260605812,3.74766594028871,0.441941738241592,0.0121071933232407,NA,NA,NA,1712.06666666667,38,0.0173333333333333,6.71333333333333,1,0.906666666666667,NA,NA,NA,0.977587428865532,NA,1,1,1,183.083978909497,3.35111921602321,0.00493288286231625,0.446131520219468,0,0.00577350269189626,2,0,0,0.00346541790951459,0
"12","GRSM53",9.500238863,7.4,6.467680267,33.5,7.3423094195,38.582,19.88,7.628669994,8.5712315945,0,0.7934214745,2811.531208,31.40970947,42.709494045,12.346795725,NA,8.685828677,8.1748575725,0.954845881,99.04515412,38.582,10.45,0.9380187185,2.34068966814695,2.68700576850888,0.867530372103962,6.36396103067893,2.03494097466502,0.861256059485217,2.65677695361315,0.320608360762123,0.735896196083461,0,0.0278649929886641,126.166015336889,0.259974030642909,1.28583351085149,0.538037316459607,0.707106781186548,2.03251647592507,0.420145404349648,0.958239181164412,0.958239176921769,0.861256059485217,0.777817459305202,0.028825791298164,NA,NA,NA,1907.95,52.65,0.027,8.375,1,0.9,NA,NA,NA,0.972462893234171,NA,0.707106781186548,1.4142135623731,1.4142135623731,56.9220958855171,8.98025612106916,0.00424264068711928,0.473761543394988,0,0.014142135623731,0.707106781186548,0,0,0.00388520993177754,0
"13","GRSM55",9.74258627233333,8,6.17374414133333,32.3333333333333,7.34213230233333,36.683,21.518125,7.35786227933333,8.800128207,0,0.771161343333333,2126.64557366667,28.6607065533333,35.35138813,10.1612270363333,NA,8.25698075366667,7.085637368,2.14783529233333,97.85216471,36.683,8.95833333333333,0.935011646,1.24241574045751,1.48134229670255,0.455844638883305,3.51188458428425,1.26303796034697,1.6100959598732,3.34569317565508,0.490061715991032,1.30798921724337,0,0.0533553677034261,285.964108578591,5.96441633469402,6.90354864277276,0.903152622562918,1,1.60854244855089,1.15319915151536,1.70572054514049,1.70572054794475,1.6100959598732,1.1408147673191,0.0123708307878481,NA,NA,NA,1990.9,71.3666666666667,0.035,8.76,1,0.89,NA,NA,NA,0.96410155311883,NA,1,1,1,17.545369759569,40.8677541997763,0.0204205778566621,0.400374824383351,0,0,0.577350269189626,0,0,0.0205648643668238,0
"14","GRSM57",11.4999643003333,9.525,6.65769666166667,32.6666666666667,8.17415141033333,36.953,23.6248666666667,7.04205568366667,8.024735499,0,0.744549289,2430.483574,32.5124881166667,36.7303952933333,10.0033979756667,NA,10.1524304923333,8.108579716,5.24002142133333,94.75997858,36.953,8.175,0.938190776333333,3.22938148029811,3.31257075396134,0.858719908433768,0.577350269189626,1.5734708704143,3.49449152238205,3.88922930044737,0.69765584144282,0.0108062510100081,0,0.0535996718737279,412.92874124544,5.1574877578884,3.1384627593142,2.44681392944407,1,2.91082794870862,0.918728266203604,6.38313776825965,6.38313776949816,3.49449152238205,4.05485819727398,0.0381258394562784,NA,NA,NA,1773.83333333333,82.0666666666667,0.044,8.29666666666667,1,0.833333333333333,NA,NA,NA,0.954204256466849,NA,1,1,1,49.6786003560219,96.3232751381167,0.052,1.05396078358416,0,0.0115470053837925,1,0,0,0.0533711549405799,0
"15","GRSM61",11.784416585,9.875,5.4340148875,24,6.2654997955,29.3885,21.2324375,6.568632371,8.012237279,0,0.701265295,1013.60127225,19.607161005,23.636146965,6.5783503405,NA,10.798460605,7.0638076645,9.957739532,90.04226047,29.3885,5.925,0.9505231615,0.609673880197547,0.530330085889911,0.27888885773247,0,1.01218803799193,1.26784245866748,0.812448013913813,1.49953036827159,0.00479096098373639,0,0.0347064370657275,729.047540577889,7.34386052172511,9.3302649904293,0.485316245905815,0.707106781186548,0.42176248755465,0.637770839565779,12.7207179273635,12.7207179301919,1.26784245866748,1.20208152801713,0.00132700113330189,NA,NA,NA,1601.43333333333,57.9666666666667,0.036,5.34,1,0.91,NA,NA,NA,0.964020180045891,NA,1,1,1,73.7592254116957,33.814543222308,0.0200748598998847,0.44440972086578,0,0,1.52752523165195,0,0,0.0202079898861718,0
"16","GRSM64",7.36060084566667,5.94166666666667,4.60573487366667,21,5.19577431433333,33.6733333333333,18.559775,7.66839549866667,10.4999423,0,0.742871148333333,1343.16578816667,21.0695334366667,29.3161666033333,9.86519307733333,NA,6.56484087366667,6.29656284633333,1.06238637266667,98.9376136266667,33.6733333333333,10.0166666666667,0.873318856333333,1.03122381204235,1.43795282722812,1.01167143899064,6.08276253029822,1.87632124284602,0.364214680282568,1.32561697970228,0.262846604820337,4.23487012600447,0,0.00825941120577565,518.791539888746,2.38309221631576,7.35018766454323,1.07889939177415,1,1.00398350218943,0.4890999478232,0.813096431025575,0.813096431109297,0.364214680282568,2.26802961473904,0.0326248350452608,NA,NA,NA,1586.86666666667,23.4,0.0143333333333333,8.32666666666667,1,0.78,NA,NA,NA,0.985150868248716,NA,1,1,1,110.806558169331,6.39061812346818,0.00493288286231625,0.682959247198055,0,0.0519615242270663,0.577350269189626,0,0,0.00456335208070532,0
"17","GRSM65",7.37209715,5.8375,3.2648606165,18,3.8269666375,25.682,16.633575,7.202371044,8.083020671,0,0.6523706895,301.13778435,11.87991277,12.3192506845,6.1109002855,NA,6.776978625,4.649782426,3.9205739705,96.07942603,25.682,6.225,0.903623377,1.07398081902944,0.760139789775539,0.117659835421732,0,0.320979296958718,3.69816846560564,0.654215193953794,0.42386701552637,0.0232588195129485,0,0.0563856698320666,117.01142748364,0.796501596342935,3.98103306374225,0.74355137935142,0.707106781186548,1.25762356784045,0.0191273713671713,3.02418470363367,3.02418470151234,3.69816846560564,1.06066017177982,0.0257969184928346,NA,NA,NA,1808.95,43.05,0.0235,8.32,1,0.83,NA,NA,NA,0.976060766807367,NA,0.707106781186548,0.707106781186548,0.707106781186548,79.5495128834866,9.6873629022557,0.00636396103067893,0.721248916810279,0,0.0282842712474618,0.707106781186548,0,0,0.00640798100640364,0
"18","GRSM66",8.77052223533333,7.1,5.32180504,23.3333333333333,6.24461267766667,32.5053333333333,19.1464666666667,7.24287315433333,8.11395811466667,0,0.778056835333333,1217.89423666667,21.0516247866667,26.7880901366667,9.360457003,NA,7.57498690033333,6.40636141466667,2.31015313966667,97.68984686,32.5053333333333,8.25833333333333,0.913779554,2.73873287678375,2.12588216982974,1.81752157461503,8.02080627701064,2.38177323813036,2.43672204679429,3.44521374847894,0.461958183592427,0.082797145492579,0,0.0332431413669115,575.403416770406,6.70931903867794,6.37709761511237,1.37089784961426,1,2.57224711098479,1.74786137803786,1.5034573610415,1.50345736303863,2.43672204679429,1.98845626890141,0.0139411113235069,NA,NA,NA,1537.1,38.6666666666667,0.021,7.26,1,0.8,NA,NA,NA,0.974836951900794,NA,1,1,1,145.636156225025,26.3769470055451,0.021,1.19653666889068,0,0.06557438524302,0.577350269189626,0,0,0.0167675992145973,0
"19","HARV33",10.6579935676667,9.16666666666667,4.09380007633333,23.6666666666667,5.688488957,26.1406666666667,19.525425,7.56992651766667,8.30337832066667,0,0.672934473,763.542132,18.5569892,18.4243416266667,5.54707913066667,NA,10.0581376986667,5.840443446,1.26642566466667,98.7335743366667,26.1406666666667,4.9,0.923919616666667,2.8833115123344,2.82094103684096,0.245691533630926,2.51661147842358,1.16716112022153,0.725970614648648,3.48322319922583,0.330150173527614,0.4560884459266,0,0.0310212579101654,632.733344512469,8.61138674443785,6.74017042345352,1.7399042535711,1,2.92916630894982,0.820401014253706,1.13350415548369,1.13350415514184,0.725970614648648,1.22193494098499,0.00839254872764294,NA,NA,NA,260.6,15.8,0.112,3.015,1,0.045,NA,NA,NA,0.910304067092035,NA,1.4142135623731,0.707106781186548,0.707106781186548,251.022907321224,6.78822509939086,0.0395979797464467,0.799030662740799,0,0.0353553390593274,0.707106781186548,0,0,0.0603511464085037,0
"20","HARV34",5.906980739,4.75,4.6900940635,26,5.2816025375,28.2145,13.1658875,7.019685387,8.0378565255,0,0.7716954025,811.3832985,13.57680239,23.33033639,8.6131919055,NA,5.014162986,5.375866912,4.419345756,95.580654245,28.2145,5.9875,0.74101547,0.904540028490068,0.601040764008565,0.134431197704668,1.4142135623731,1.03590504572852,0.77993877964876,2.56144128183968,0.491431846286204,0.0100229480024319,0,0.00711170594568704,664.076187633277,2.93128591769674,12.5262061907214,1.31740405025792,0.707106781186548,0.836198744987016,0.226881427626524,4.1612555207892,4.16125551796077,0.77993877964876,0.583363094478902,0.146993282719741,NA,NA,NA,108.3,23.1,0.218,1.96,1,0.02,NA,NA,NA,0.786703601108033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","HARV35",7.1949762345,6.2875,2.102969041,15,2.9633786195,17.486,12.4201125,7.7369396245,8.0423830465,0,0.5293128655,53.391441395,5.933695824,3.8936332065,2.549635912,NA,6.5256323615,3.0404541935,0.990295108,99.00970489,17.486,3.325,0.747120329,0.300625100983042,0.618718433538229,0.568528127145683,1.4142135623731,0.814646744772244,0.772160605055709,0.117786312076149,0.372950904328023,0.0228445532270163,0,0.0135425423073034,32.571929216054,1.43438235212232,1.99679210137217,0.517440925097666,0.707106781186548,0.38132526751835,0.52231798976704,1.40048877248533,1.40048877531375,0.772160605055709,0.459619407771256,0.0793366836418444,NA,NA,NA,86.7,24.95,0.3005,1.535,1,0.02,NA,NA,NA,0.698577954211757,NA,1.4142135623731,1.4142135623731,1.4142135623731,17.9605122421383,6.01040764008565,0.126572113832392,0.459619407771256,0,0,0.707106781186548,0,0,0.131765882162812,0
"22","HARV36",10.3829063856667,8.24166666666667,4.56158287933333,20,5.283290755,27.599,18.5776833333333,7.33634466066667,8.101054014,0,0.714145299333333,720.292012633333,17.9900996833333,19.10051496,6.252108944,NA,9.64246820633333,6.01053107233333,1.76160345566667,98.2383965466667,27.599,5.88333333333333,0.941854251,0.86054897267456,0.5387098786298,0.116823130518027,1,0.254844456168256,1.84228906526636,1.45802120404963,0.323514721385037,0.0855782963895829,0,0.0110482278110892,370.157935537447,5.26007374006095,4.4787951070287,1.04115076153076,1,1.16958983559053,0.549433362200705,0.773117207331204,0.773117203594901,1.84228906526636,0.678847061813877,0.0243975013417702,NA,NA,NA,44.5,15.45,0.37,1.21,1,0.02,NA,NA,NA,0.630122713591109,NA,0.707106781186548,0.707106781186548,0.707106781186548,24.3244732728172,5.30330085889911,0.0834386001800126,0.240416305603426,0,0,0,0,0,0.0830060518781153,0
"23","HARV37",7.30322984133333,6.15,3.849669445,17,4.614202627,21.664,13.7222583333333,7.41290691233333,8.244772612,0,0.644602272666667,147.384260286667,8.17076392533333,8.72165729633333,5.05039094666667,NA,6.74898226733333,4.754903974,1.48964707333333,98.5103529266667,21.664,4.225,0.888975839666667,1.83082961955666,2.13116752039815,1.11752714804324,2.64575131106459,1.16750853202419,1.17873194577902,0.691714556524824,0.157613291313067,0.314555025666199,0,0.0145497817799801,56.9163332729222,1.89996536256032,1.79540757608779,0.639233706496539,1,1.94316754001306,0.782244799385944,0.810949116559091,0.810949116814211,1.17873194577902,0.651440711039769,0.0467152680631906,NA,NA,NA,617.766666666667,64.5333333333333,0.278666666666667,2.63666666666667,1,0.236666666666667,NA,NA,NA,0.850647859111635,NA,1,1,1,378.418938919993,15.6746079164148,0.207051523378442,1.83532921660756,0,0.349618840072061,1.52752523165195,0,0,0.128330988998435,0.577350269189626
"24","HARV38",5.23497772633333,4.4,2.57634682266667,19,3.12475115333333,23.0313333333333,9.95048333333333,7.791562688,8.56638762466667,0,0.739571204333333,120.615756133333,5.29771226266667,9.61345062833333,5.58491181566667,NA,4.50846283266667,2.97189706533333,0.503408742,99.49659126,23.0313333333333,4.25833333333333,0.759271239,0.735158118069597,0.935080210463252,0.609489699410758,8.54400374531753,1.12450893361006,4.37429598145042,0.491983513655014,0.0637062361089502,0.713180293382992,0,0.0501850324632985,6.19031009798499,0.426245089471522,0.125167973022642,1.75195174275993,1,0.671884939384867,0.118609378519243,0.385287335320021,0.385287334830539,4.37429598145042,0.700148793709832,0.0261050427531334,NA,NA,NA,173.8,20.875,0.40975,1.7075,1,0.015,NA,NA,NA,0.777629466315053,NA,1.29099444873581,0.957427107756338,0.957427107756338,186.658422436992,5.75405654009992,0.403281849331209,1.55701370150255,0,0.01,1,0,0,0.167351989007467,0
"25","HARV39",7.468398576,6.1625,3.836987086,19,4.4230842965,24.2275,15.073125,7.209570653,8.2892156865,0,0.699519231,362.8169307,12.868273485,13.809381495,6.357924599,NA,6.738104333,5.104724776,2.4324222915,97.567577705,24.2275,5.525,0.9112958815,2.04975901032637,1.57331258814007,0.0707370758290099,0,0.139734058743149,1.49411662864717,2.89775894464153,0.0100102024027016,0.298094034887202,0,0.0346754290191588,86.4442721047446,0.483163765487729,3.58014727386999,1.67934816719955,0.707106781186548,2.06741518380988,0.244747808399737,0.163703174088868,0.163703174795972,1.49411662864717,0.67175144212722,0.0279188914959532,NA,NA,NA,708.9,64.2,0.096,3.17,1,0.31,NA,NA,NA,0.909437156157427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","HARV41",8.41253308066667,7.31666666666667,3.90954661933333,18,4.63444435266667,21.308,13.9088916666667,7.13826671866667,10.5929951416667,0,0.695657467333333,241.412067433333,9.70601094733333,11.5099903776667,4.993879637,NA,7.65186149333333,4.86198970166667,4.218989191,95.7810108066667,21.308,4.31666666666667,0.917441802666667,1.69103091896612,1.42967070800703,1.22467776855638,3.60555127546399,1.57750223841278,1.54583213836432,2.03457906293497,0.670031522591631,4.29124097418903,0,0.0234619381341278,139.276651842634,3.21946335732084,3.42394017629841,1.01935988388613,1,1.52774930636347,1.15031948732349,4.85113202307792,4.85113202448018,1.54583213836432,0.55075705472861,0.0328096677803856,NA,NA,NA,1123.8,46.6,0.0453333333333333,4.81333333333333,1,0.73,NA,NA,NA,0.955788214380577,NA,1,1,1,186.323052787356,18.0144386534802,0.0265015722804013,1.075003875962,0,0.157162336455017,0.577350269189626,0,0,0.024850904637953,0.577350269189626
"27","HARV42",6.165314742,5,3.12747827566667,14,3.451230336,23.461,13.0756833333333,7.43026032233333,8.678727938,0,0.717541666666667,301.613951363333,9.27597170266667,12.727250864,6.60259924166667,NA,5.62299256666667,4.237026989,1.44851883666667,98.5514811633333,23.461,5.20833333333333,0.842958352666667,1.44750597346372,1.63707055437449,1.61652857058093,7.81024967590665,2.20306916612731,0.443169267887564,1.42769939070111,0.403977341872042,0.984213292712186,0,0.0300729148626024,323.492664460049,5.32337158208642,7.2140691498373,0.151432177167067,1,1.34230256580362,1.57652188028515,1.15418721952163,1.15418722075307,0.443169267887564,0.635577165522278,0.0800682059922255,NA,NA,NA,595.6,46.45,0.079,3.315,1,0.145,NA,NA,NA,0.918688952990232,NA,1.4142135623731,0.707106781186548,0.707106781186548,192.89872990769,3.46482322781408,0.0410121933088197,0.714177848998413,0,0.190918830920368,2.12132034355964,0,0,0.0205170827196685,0
"28","HARV43",8.51378089366667,7.99166666666667,2.87463939833333,16.6666666666667,3.54256429533333,19.8896666666667,13.7254666666667,7.57049473366667,8.441355655,0,0.659475108333333,71.3268113666667,5.86511077866667,5.621297257,3.78416161633333,NA,7.83002049466667,3.604636568,2.59887139133333,97.4011286066667,19.8896666666667,4.03333333333333,0.887246884666667,1.83927100425614,1.93266870759924,0.428835271551164,3.21455025366432,0.526825227989867,1.20993980566528,1.84843143914194,0.656745880162242,0.388854242141882,0,0.00741938771470948,44.4826090888611,1.63847423866219,2.30387896381642,0.992182441637986,1,1.78916922445526,0.367606136503512,4.34584035215295,4.34584035127769,1.20993980566528,1.18383205453026,0.0195850596156362,NA,NA,NA,29.7,20,0.732,0.42,1,0.02,NA,NA,NA,0.294235588972431,NA,0.707106781186548,0.707106781186548,0.707106781186548,14.4249783362056,6.22253967444162,0.134350288425444,0.254558441227157,0,0,0,0,0,0.133269247983028,0
"29","HARV44",6.97745645133333,5.76666666666667,3.34604771566667,16,3.86241234733333,21.1056666666667,13.2601083333333,7.61858450533333,8.304665661,0,0.668704906,204.295405946667,8.928672515,8.89180635133333,4.91835372833333,NA,6.41379334133333,4.33955251533333,0.747183074333333,99.2528169266667,21.1056666666667,4.81666666666667,0.871747758333333,1.22341542140191,1.06428771172711,1.19575623628558,4.35889894354067,1.1971972638814,1.69423060217118,1.71230660264403,0.21348952399696,0.224328377353165,0,0.0162646110933406,231.113670343423,5.31199913701978,6.32832161661177,1.05262717865691,1,1.27358507309489,1.35752692430887,0.488447478268778,0.488447479661106,1.69423060217118,0.493921383757915,0.0420710420473836,NA,NA,NA,119.133333333333,39.0333333333333,0.373333333333333,1.40666666666667,1,0.02,NA,NA,NA,0.633891217243478,NA,1,1,1,30.5216862793217,12.6910729780162,0.197021149456939,0.722311105641699,0,0,1,0,0,0.22548234068207,0
