"","plot","site.x","plotID","notes.x","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","rumple","clumping.index","plotnumber","Date.and.Time","transect","transect.1","notes.y","aPAR","bPAR","tau","LAI","Leaf.Distribuition....","Beam.Fraction..Fb.","Zenith.Angle","Latitude","Longitude","fPAR","regime","site.y","site","log.LAI","predict.fPAR"
"21","UVAXA4","UVAX","UVAX_A4-14W","UVAX_A4_14W",11.4012134,40,10.825,5.916339858,22,6.970966576,23.22,17.1938,5.259679956,8.509090909,0,0.736458333,326.0091954,11.71590486,13.73851407,5.104042009,10.11079281,6.523122182,14.52534699,85.47465301,23.22,3.75,0.971420402,"A4-14W","9/9/2016 14:19","UVAXA403C","UVAX_A4-03C","UVAX_003C",1687.7,112,0.065,5.41,1,0.91,"36ø","38ø","-78ø",0.933637494815429,"high","UVAX","UVAX",1.68824909285839,0.952449541145421
"22","UVAXA4","UVAX","UVAX_A4-14W","UVAX_A4_14W",11.4012134,40,10.825,5.916339858,22,6.970966576,23.22,17.1938,5.259679956,8.509090909,0,0.736458333,326.0091954,11.71590486,13.73851407,5.104042009,10.11079281,6.523122182,14.52534699,85.47465301,23.22,3.75,0.971420402,"A4-14W","9/9/2016 14:23","UVAXA403W","UVAX_A4-03W","UVAX_003W",1573.7,168.7,0.106,4.64,1,0.87,"37ø","38ø","-78ø",0.892800406684883,"high","UVAX","UVAX",1.53471436623816,0.911824267835182
"23","UVAXA4","UVAX","UVAX_A4-14W","UVAX_A4_14W",11.4012134,40,10.825,5.916339858,22,6.970966576,23.22,17.1938,5.259679956,8.509090909,0,0.736458333,326.0091954,11.71590486,13.73851407,5.104042009,10.11079281,6.523122182,14.52534699,85.47465301,23.22,3.75,0.971420402,"A4-14W","9/9/2016 14:26","UVAXA403E","UVAX_A4-03E","UVAX_003E",1466,72.4,0.049,5.54,1,0.83,"37ø","38ø","-78ø",0.950613915416098,"high","UVAX","UVAX",1.71199450075919,0.958732573701432
"24","UVAXA4","UVAX","UVAX_A4-05C","UVAX_A4_05C",10.52499846,30,8.566666667,3.528511704,20,5.806222716,23.4,19.33386667,6.433425583,8.203562341,0,0.609722222,789.1454776,22.21279669,17.19700964,2.909039665,9.592699665,5.634341641,4.716245713,95.28375429,23.4,3.233333333,0.930774711,"A4-05C","9/9/2016 14:19","UVAXA403C","UVAX_A4-03C","UVAX_003C",1687.7,112,0.065,5.41,1,0.91,"36ø","38ø","-78ø",0.933637494815429,"high","UVAX","UVAX",1.68824909285839,0.952449541145421
"25","UVAXA4","UVAX","UVAX_A4-05C","UVAX_A4_05C",10.52499846,30,8.566666667,3.528511704,20,5.806222716,23.4,19.33386667,6.433425583,8.203562341,0,0.609722222,789.1454776,22.21279669,17.19700964,2.909039665,9.592699665,5.634341641,4.716245713,95.28375429,23.4,3.233333333,0.930774711,"A4-05C","9/9/2016 14:23","UVAXA403W","UVAX_A4-03W","UVAX_003W",1573.7,168.7,0.106,4.64,1,0.87,"37ø","38ø","-78ø",0.892800406684883,"high","UVAX","UVAX",1.53471436623816,0.911824267835182
"26","UVAXA4","UVAX","UVAX_A4-05C","UVAX_A4_05C",10.52499846,30,8.566666667,3.528511704,20,5.806222716,23.4,19.33386667,6.433425583,8.203562341,0,0.609722222,789.1454776,22.21279669,17.19700964,2.909039665,9.592699665,5.634341641,4.716245713,95.28375429,23.4,3.233333333,0.930774711,"A4-05C","9/9/2016 14:26","UVAXA403E","UVAX_A4-03E","UVAX_003E",1466,72.4,0.049,5.54,1,0.83,"37ø","38ø","-78ø",0.950613915416098,"high","UVAX","UVAX",1.71199450075919,0.958732573701432
"27","UVAXA4","UVAX","UVAX_A4-03W","UVAX_A4_03W",10.65585844,40,8.85,4.896221785,25,5.547747291,27.894,19.24675,6.610261957,15.58208955,0,0.773275862,651.2187637,17.17981463,18.86988958,5.791169519,10.09233437,6.423188621,4.655463536,95.34453646,27.894,3.7,0.935374563,"A4-03W","9/9/2016 14:19","UVAXA403C","UVAX_A4-03C","UVAX_003C",1687.7,112,0.065,5.41,1,0.91,"36ø","38ø","-78ø",0.933637494815429,"high","UVAX","UVAX",1.68824909285839,0.952449541145421
"28","UVAXA4","UVAX","UVAX_A4-03W","UVAX_A4_03W",10.65585844,40,8.85,4.896221785,25,5.547747291,27.894,19.24675,6.610261957,15.58208955,0,0.773275862,651.2187637,17.17981463,18.86988958,5.791169519,10.09233437,6.423188621,4.655463536,95.34453646,27.894,3.7,0.935374563,"A4-03W","9/9/2016 14:23","UVAXA403W","UVAX_A4-03W","UVAX_003W",1573.7,168.7,0.106,4.64,1,0.87,"37ø","38ø","-78ø",0.892800406684883,"high","UVAX","UVAX",1.53471436623816,0.911824267835182
"29","UVAXA4","UVAX","UVAX_A4-03W","UVAX_A4_03W",10.65585844,40,8.85,4.896221785,25,5.547747291,27.894,19.24675,6.610261957,15.58208955,0,0.773275862,651.2187637,17.17981463,18.86988958,5.791169519,10.09233437,6.423188621,4.655463536,95.34453646,27.894,3.7,0.935374563,"A4-03W","9/9/2016 14:26","UVAXA403E","UVAX_A4-03E","UVAX_003E",1466,72.4,0.049,5.54,1,0.83,"37ø","38ø","-78ø",0.950613915416098,"high","UVAX","UVAX",1.71199450075919,0.958732573701432
"30","UVAXA4","UVAX","UVAX_A4-05W","UVAX_A4_05W",8.433147941,40,5.725,3.978631586,20,4.769630489,24.157,17.855525,6.655234547,8.12749004,0,0.737,1175.076072,25.6661688,22.72276064,5.759373955,7.882283105,6.362959581,3.370065262,96.62993474,24.157,4.625,0.916828119,"A4-05W","9/9/2016 14:19","UVAXA403C","UVAX_A4-03C","UVAX_003C",1687.7,112,0.065,5.41,1,0.91,"36ø","38ø","-78ø",0.933637494815429,"high","UVAX","UVAX",1.68824909285839,0.952449541145421
"31","UVAXA4","UVAX","UVAX_A4-05W","UVAX_A4_05W",8.433147941,40,5.725,3.978631586,20,4.769630489,24.157,17.855525,6.655234547,8.12749004,0,0.737,1175.076072,25.6661688,22.72276064,5.759373955,7.882283105,6.362959581,3.370065262,96.62993474,24.157,4.625,0.916828119,"A4-05W","9/9/2016 14:23","UVAXA403W","UVAX_A4-03W","UVAX_003W",1573.7,168.7,0.106,4.64,1,0.87,"37ø","38ø","-78ø",0.892800406684883,"high","UVAX","UVAX",1.53471436623816,0.911824267835182
"32","UVAXA4","UVAX","UVAX_A4-05W","UVAX_A4_05W",8.433147941,40,5.725,3.978631586,20,4.769630489,24.157,17.855525,6.655234547,8.12749004,0,0.737,1175.076072,25.6661688,22.72276064,5.759373955,7.882283105,6.362959581,3.370065262,96.62993474,24.157,4.625,0.916828119,"A4-05W","9/9/2016 14:26","UVAXA403E","UVAX_A4-03E","UVAX_003E",1466,72.4,0.049,5.54,1,0.83,"37ø","38ø","-78ø",0.950613915416098,"high","UVAX","UVAX",1.71199450075919,0.958732573701432
"33","UVAXA4","UVAX","UVAX_A4-03C","UVAX_A4_03C",11.78697509,40,10.2,6.647154823,29,8.479976415,30.723,20.742525,7.290546192,8.545012165,0,0.72265625,1310.776293,27.80388927,23.18879114,6.893674399,10.55903439,7.557718666,1.46052412,98.53947588,30.723,5.275,0.938439045,"A4-03C","9/9/2016 14:19","UVAXA403C","UVAX_A4-03C","UVAX_003C",1687.7,112,0.065,5.41,1,0.91,"36ø","38ø","-78ø",0.933637494815429,"high","UVAX","UVAX",1.68824909285839,0.952449541145421
"34","UVAXA4","UVAX","UVAX_A4-03C","UVAX_A4_03C",11.78697509,40,10.2,6.647154823,29,8.479976415,30.723,20.742525,7.290546192,8.545012165,0,0.72265625,1310.776293,27.80388927,23.18879114,6.893674399,10.55903439,7.557718666,1.46052412,98.53947588,30.723,5.275,0.938439045,"A4-03C","9/9/2016 14:23","UVAXA403W","UVAX_A4-03W","UVAX_003W",1573.7,168.7,0.106,4.64,1,0.87,"37ø","38ø","-78ø",0.892800406684883,"high","UVAX","UVAX",1.53471436623816,0.911824267835182
"35","UVAXA4","UVAX","UVAX_A4-03C","UVAX_A4_03C",11.78697509,40,10.2,6.647154823,29,8.479976415,30.723,20.742525,7.290546192,8.545012165,0,0.72265625,1310.776293,27.80388927,23.18879114,6.893674399,10.55903439,7.557718666,1.46052412,98.53947588,30.723,5.275,0.938439045,"A4-03C","9/9/2016 14:26","UVAXA403E","UVAX_A4-03E","UVAX_003E",1466,72.4,0.049,5.54,1,0.83,"37ø","38ø","-78ø",0.950613915416098,"high","UVAX","UVAX",1.71199450075919,0.958732573701432
"36","UVAXA4","UVAX","UVAX_A4-03E","UVAX_A4_03E",12.86258005,40,10.5,5.424533388,23,6.8556546,32.443,24.329175,7.316977356,8.027491409,0,0.725,1369.643897,29.15443498,22.79611409,5.164389551,12.36247773,7.753900666,1.468777485,98.53122252,32.443,3.9,0.93115769,"A4-03E","9/9/2016 14:19","UVAXA403C","UVAX_A4-03C","UVAX_003C",1687.7,112,0.065,5.41,1,0.91,"36ø","38ø","-78ø",0.933637494815429,"high","UVAX","UVAX",1.68824909285839,0.952449541145421
"37","UVAXA4","UVAX","UVAX_A4-03E","UVAX_A4_03E",12.86258005,40,10.5,5.424533388,23,6.8556546,32.443,24.329175,7.316977356,8.027491409,0,0.725,1369.643897,29.15443498,22.79611409,5.164389551,12.36247773,7.753900666,1.468777485,98.53122252,32.443,3.9,0.93115769,"A4-03E","9/9/2016 14:23","UVAXA403W","UVAX_A4-03W","UVAX_003W",1573.7,168.7,0.106,4.64,1,0.87,"37ø","38ø","-78ø",0.892800406684883,"high","UVAX","UVAX",1.53471436623816,0.911824267835182
"38","UVAXA4","UVAX","UVAX_A4-03E","UVAX_A4_03E",12.86258005,40,10.5,5.424533388,23,6.8556546,32.443,24.329175,7.316977356,8.027491409,0,0.725,1369.643897,29.15443498,22.79611409,5.164389551,12.36247773,7.753900666,1.468777485,98.53122252,32.443,3.9,0.93115769,"A4-03E","9/9/2016 14:26","UVAXA403E","UVAX_A4-03E","UVAX_003E",1466,72.4,0.049,5.54,1,0.83,"37ø","38ø","-78ø",0.950613915416098,"high","UVAX","UVAX",1.71199450075919,0.958732573701432
"39","UVAXA4","UVAX","UVAX_A4-01C","UVAX_A4_01C",10.32301865,40,8.875,5.70585799,29,6.950494587,29.962,20.514125,6.366779627,8.049382716,0,0.800806452,952.7370525,21.91987369,21.73145623,6.666553768,9.357254808,7.113574442,5.829088851,94.17091115,29.962,5.325,0.932631791,"A4-01C","9/9/2016 14:19","UVAXA403C","UVAX_A4-03C","UVAX_003C",1687.7,112,0.065,5.41,1,0.91,"36ø","38ø","-78ø",0.933637494815429,"high","UVAX","UVAX",1.68824909285839,0.952449541145421
"40","UVAXA4","UVAX","UVAX_A4-01C","UVAX_A4_01C",10.32301865,40,8.875,5.70585799,29,6.950494587,29.962,20.514125,6.366779627,8.049382716,0,0.800806452,952.7370525,21.91987369,21.73145623,6.666553768,9.357254808,7.113574442,5.829088851,94.17091115,29.962,5.325,0.932631791,"A4-01C","9/9/2016 14:23","UVAXA403W","UVAX_A4-03W","UVAX_003W",1573.7,168.7,0.106,4.64,1,0.87,"37ø","38ø","-78ø",0.892800406684883,"high","UVAX","UVAX",1.53471436623816,0.911824267835182
"41","UVAXA4","UVAX","UVAX_A4-01C","UVAX_A4_01C",10.32301865,40,8.875,5.70585799,29,6.950494587,29.962,20.514125,6.366779627,8.049382716,0,0.800806452,952.7370525,21.91987369,21.73145623,6.666553768,9.357254808,7.113574442,5.829088851,94.17091115,29.962,5.325,0.932631791,"A4-01C","9/9/2016 14:26","UVAXA403E","UVAX_A4-03E","UVAX_003E",1466,72.4,0.049,5.54,1,0.83,"37ø","38ø","-78ø",0.950613915416098,"high","UVAX","UVAX",1.71199450075919,0.958732573701432
"42","UVAXA4","UVAX","UVAX_A4-01E","UVAX_A4_01E",12.76528469,40,10.85,7.313765747,27,7.986081642,29.066,23.01775,6.854023477,8.074303406,0,0.743333333,1180.266045,24.02411009,24.55826091,7.27708704,11.3496835,8.264216507,2.611857238,97.38814276,29.066,6.45,0.964781401,"A4-01E","9/9/2016 14:19","UVAXA403C","UVAX_A4-03C","UVAX_003C",1687.7,112,0.065,5.41,1,0.91,"36ø","38ø","-78ø",0.933637494815429,"high","UVAX","UVAX",1.68824909285839,0.952449541145421
"43","UVAXA4","UVAX","UVAX_A4-01E","UVAX_A4_01E",12.76528469,40,10.85,7.313765747,27,7.986081642,29.066,23.01775,6.854023477,8.074303406,0,0.743333333,1180.266045,24.02411009,24.55826091,7.27708704,11.3496835,8.264216507,2.611857238,97.38814276,29.066,6.45,0.964781401,"A4-01E","9/9/2016 14:23","UVAXA403W","UVAX_A4-03W","UVAX_003W",1573.7,168.7,0.106,4.64,1,0.87,"37ø","38ø","-78ø",0.892800406684883,"high","UVAX","UVAX",1.53471436623816,0.911824267835182
"44","UVAXA4","UVAX","UVAX_A4-01E","UVAX_A4_01E",12.76528469,40,10.85,7.313765747,27,7.986081642,29.066,23.01775,6.854023477,8.074303406,0,0.743333333,1180.266045,24.02411009,24.55826091,7.27708704,11.3496835,8.264216507,2.611857238,97.38814276,29.066,6.45,0.964781401,"A4-01E","9/9/2016 14:26","UVAXA403E","UVAX_A4-03E","UVAX_003E",1466,72.4,0.049,5.54,1,0.83,"37ø","38ø","-78ø",0.950613915416098,"high","UVAX","UVAX",1.71199450075919,0.958732573701432
