Site_Plot,file_name,Site,Plot,Transect,mean.height,transect.length,mode.el,height.2,max.el,mode.2,max.can.ht,mean.max.ht,mean.vai,max.vai,deep.gaps,porosity,std.std,mean.std,rugosity,top.rugosity
MLBS_065,MLBS_65W.CSV,MLBS,65,W,16.09516469,40,16.15,4.153959215,23,4.435932822,23.619,19.812975,4.046252712,8.852233677,0,0.746,198.0191126,8.796057141,10.98401071,2.877825314
MLBS_069,MLBS_69C.CSV,MLBS,69,C,6.82555559,40,5.95,4.139035402,20,5.07912394,20.127,12.9347,7.501301138,8.446927374,0,0.705952381,190.8885907,8.695798817,10.73646467,5.066579265
MLBS_069,MLBS_69E.CSV,MLBS,69,E,8.343427132,40,7.6,4.067348004,19,4.715930449,18.943,14.484825,7.225591598,8.042553191,0,0.65,139.0430814,8.318583276,8.357287458,4.730769997
MLBS_069,MLBS_69W.CSV,MLBS,69,W,7.247999014,40,5.375,3.230180816,12,3.512032887,19.431,14.034475,7.401097879,8.659436009,0,0.64625,162.6782451,8.054085931,9.889891047,4.32138027
MLBS_071,MLBS_71C.CSV,MLBS,71,C,9.352752768,40,7.775,3.695259385,15,4.286534148,19.926,14.2432,6.857449588,8.776280323,0,0.635714286,111.5934249,7.013159015,7.899938326,3.262464368
MLBS_071,MLBS_71W.CSV,MLBS,71,W,7.952238079,50,6.4,3.403932112,16,4.595650117,18.431,13.59744,6.346488887,8.825552826,0,0.621052632,233.4732616,10.64069884,10.96580092,3.276662072
MLBS_072,MLBS_72C.CSV,MLBS,72,C,9.730700298,40,8.825,5.19916587,17,5.219614449,19.528,13.4111,4.35029795,8.024615385,6,0.672619048,56.0856884,5.396055582,5.19309855,6.320471837
MLBS_072,MLBS_72E.CSV,MLBS,72,E,12.97272571,40,11.725,5.969450089,22,7.046231262,22.998,18.2906,6.787490694,9.568106312,0,0.666666667,268.9879756,11.52951967,11.66439676,4.834942419
MLBS_072,MLBS_72W.CSV,MLBS,72,W,10.3937098,40,9.7,4.162291778,20,5.095095681,21.219,15.48735,6.536075394,11.42521994,0,0.697727273,114.8593743,7.251490557,7.891467482,5.682446645
MLBS_074,MLBS_74C.CSV,MLBS,74,C,9.204220876,50,8.22,3.183244133,15,3.869315185,16.824,13.1252,6.816046558,8.023391813,0,0.683333333,72.23383685,6.283399711,5.722999645,3.175042773
MLBS_074,MLBS_74E.CSV,MLBS,74,E,9.744960874,40,8.45,3.758236361,18,5.044551516,21.7,16.230575,6.744043791,8.021680217,0,0.669565217,315.0919377,13.60435226,11.40234788,3.478803898
MLBS_074,MLBS_74W.CSV,MLBS,74,W,8.624783789,40,8.125,3.082756023,17,4.411278159,18.498,14.65795,7.319861764,8.18018018,0,0.594736842,152.4659547,9.420732081,7.982215343,3.050099334
MLBS_075,MLBS_75C.CSV,MLBS,75,C,9.2731528,40,7.9,4.253165371,16,5.013980455,19.917,15.615025,7.299461705,8.047761194,0,0.65952381,241.3721232,10.17416143,11.7413186,4.476001246
MLBS_075,MLBS_75E.CSV,MLBS,75,E,10.04034263,40,9.4,2.963912498,18,4.170131892,19.559,15.74105,7.290069877,8.167247387,0,0.61547619,306.7499255,12.22457767,12.54231343,3.39115244
MLBS_075,MLBS_75W.CSV,MLBS,75,W,6.336846431,40,4.5,3.299381898,17,3.99374511,21.103,16.5455,7.512367326,8.02640264,0,0.695454545,596.1274846,16.2216864,18.24785946,4.036788975
MLBS_076,MLBS_76C.CSV,MLBS,76,C,9.117743336,40,8.025,4.04037117,17,4.808781031,20.232,13.3763,6.390778869,8.024539877,0,0.672619048,99.34495831,6.570426569,7.494961842,4.712693477
MLBS_076,MLBS_76E.CSV,MLBS,76,E,12.25195869,40,10.9,4.485056558,20,5.944745579,20.758,18.2046,6.32636177,8.871287129,0,0.636363636,182.1271168,10.28015913,8.743308581,1.842078408
MLBS_076,MLBS_76W.CSV,MLBS,76,W,7.65795472,40,6.975,3.838059346,16,4.355958563,18.089,12.18395,7.233028347,8.137931034,0,0.698684211,23.12637724,3.402257433,3.398679391,4.041276213
OSBS_028,OSBS_28C.CSV,OSBS,28,C,3.436484111,40,3.225,3.963952193,10,3.738231534,9.974,3.471,1.010323992,12.92050209,22,0.9,0.189524768,0.16799224,0.401625915,3.989959161
OSBS_028,OSBS_28E.CSV,OSBS,28,E,2.027733076,40,1.925,4.186215511,11,3.933112635,11.568,2.0095,0.543135176,14.23481781,32,0.975,0.002815965,0.012542455,0.05156212,4.161965709
OSBS_035,OSBS_35W.CSV,OSBS,35,W,5.20878968,40,5.2,6.519622154,17,6.411708041,17.37,5.307025,0.603890793,7.827941511,23,0.9125,1.927697067,0.521405531,1.286791879,6.608514634
OSBS_037,OSBS_37C_X30.CSV,OSBS,37,C,7.240250415,30,7.133333333,7.118625438,17,6.993965653,17.792,7.797533333,1.761926806,8.335154827,14,0.861403509,9.587012446,1.27567351,2.821288631,7.626983594
OSBS_037,OSBS_37E.CSV,OSBS,37,E,5.129591009,40,5.05,6.932013559,17,6.774769369,19.159,5.32075,1.081229912,8.042328042,25,0.9425,0.906185346,0.339315734,0.889410017,7.261205857
OSBS_037,OSBS_37W.CSV,OSBS,37,W,4.506824718,40,4.3,6.053163471,16,5.745432969,16.177,4.940425,0.912553686,8.6271777,25,0.914705882,1.040637004,0.371087425,0.950226882,6.686095902
OSBS_041,OSBS_41C.CSV,OSBS,41,C,5.493002939,40,5.325,6.968870517,16,6.672284092,16.275,5.4838,0.747271732,10.28148148,24,0.941176471,0.37708058,0.210440036,0.576884366,6.950700338
OSBS_041,OSBS_41W.csv,OSBS,41,W,1.588895289,40,1.55,3.284491847,11,3.201171661,10.639,1.5543,0.169236476,1.937107958,32,0.95,0.070822332,0.073811927,0.255683655,3.23136534
SCBI_046,SCBI_46C.CSV,SCBI,46,C,11.69903202,40,10.525,4.751747113,23,6.19268722,26.518,19.337125,7.706662124,8.50273224,0,0.720535714,794.1744052,20.66425934,19.16149241,5.491654504
SCBI_046,SCBI_46E.CSV,SCBI,46,E,12.23725178,40,11.775,6.580516626,29,7.448112177,28.933,18.53255,6.266180691,8.359102244,0,0.735833333,316.4902161,12.72699916,12.43035431,7.328536164
SCBI_047,SCBI_47C.CSV,SCBI,47,C,11.51336901,40,9.55,5.524104618,24,6.917188735,30.711,21.2645,7.079986848,8.172043011,0,0.74375,1112.756812,22.87452943,24.27988293,7.305222965
SCBI_047,SCBI_47W.CSV,SCBI,47,W,10.04349312,40,9.625,6.372265262,26,8.799680392,32.646,21.02325,6.496587014,8.030888031,0,0.790441176,2677.341666,40.518268,32.1809202,8.473588202
SCBI_049,SCBI_49C.CSV,SCBI,49,C,10.23099527,40,9.075,5.89847624,25,6.809506223,27.24,18.990675,7.056357853,8.095522388,0,0.757142857,501.0894995,14.32233552,17.20349397,6.612495636
SCBI_049,SCBI_49E.CSV,SCBI,49,E,11.75440136,40,10.1,6.090495634,25,6.662582082,28.045,22.642475,7.002815405,8.142857143,0,0.740517241,466.7806692,16.22319774,14.26844506,4.648822597
SCBI_049,SCBI_49W.CSV,SCBI,49,W,10.17510061,40,9.025,5.142169537,24,5.685452928,30.738,18.157625,6.614430088,8.807174888,0,0.7703125,388.3015189,13.09606932,14.72394265,7.823590033
SCBI_055,SCBI_55E.CSV,SCBI,55,E,8.911989832,40,7.2,3.542675431,16,3.333166662,27.971,18.260075,7.510091397,8.022727273,0,0.700862069,243.0845918,11.8213826,10.16560403,6.395693376
SCBI_055,SCBI_55W.CSV,SCBI,55,W,8.549225912,40,7.425,5.984477036,31,6.036917674,31.658,14.199075,6.284999947,8.021798365,3,0.809090909,176.7521667,7.685687408,10.8481508,8.563719341
SCBI_063,SCBI_63W.CSV,SCBI,63,W,12.06972374,40,9.5,6.405626297,31,8.009369513,34.463,23.1697,6.686037599,8.337777778,0,0.742142857,2412.858535,33.95952822,35.49097038,6.660174739
SCBI_066,SCBI_66C.CSV,SCBI,66,C,11.43735236,40,9.075,5.223787545,21,5.35904609,28.702,20.99815,7.209236941,8.150134048,0,0.683333333,691.8344732,17.82444708,19.3422739,5.80425214
SCBI_066,SCBI_66E.CSV,SCBI,66,E,11.8916927,40,11.175,4.935383295,20,5.147268693,26.139,17.443025,6.975320183,8.273504274,0,0.717592593,156.9073665,8.817651281,8.896987825,5.616403523
SCBI_066,SCBI_66W.CSV,SCBI,66,W,9.425590705,40,7.725,5.111613682,26,7.148382684,28.866,18.45585,5.897638967,8.020997375,0,0.78,2007.43984,28.17336771,34.83821454,6.327857176
TALL_045,TALL_45C.CSV,TALL,45,C,11.71424413,40,11.775,2.636193691,15,2.8851993,17.772,13.9187,3.431546104,8.04359673,1,0.613157895,55.72496179,5.095930086,5.454948061,3.178366216
TALL_045,TALL_45E.CSV,TALL,45,E,12.11638001,40,11.6,3.656591108,17,3.986226286,18.961,14.805425,4.023643744,8.049689441,2,0.715,33.08741765,3.550795578,4.525402569,3.864239414
TALL_045,TALL_45W.CSV,TALL,45,W,10.43433538,40,9.675,2.996326205,17,3.552375965,19.269,14.3865,4.169046034,8.016260163,0,0.6575,29.58080661,4.144825407,3.521537868,2.483549744
TALL_046,TALL_46E.CSV,TALL,46,E,8.758932885,30,7.966666667,2.693828031,14,3.391001163,17.78,13.4587,6.774124957,8.011958146,0,0.589473684,55.16639401,5.750348354,4.701051777,3.322828367
TALL_046,TALL_46W.CSV,TALL,46,W,8.03761923,50,7.14,3.56813883,15,3.731005226,18.78,12.71628,5.999035757,8.160583942,5,0.663,87.26883984,5.663854059,7.428970119,5.333523337
TALL_047,TALL_47C.CSV,TALL,47,C,14.56843829,40,13.525,5.570303188,26,6.682018782,29.342,20.6684,5.37365469,8.038461538,0,0.728333333,318.7833716,11.66097072,13.52054487,5.49274492
TALL_047,TALL_47E.CSV,TALL,47,E,11.01059544,40,10.075,3.546648676,19,4.332363674,25.755,17.5676,6.623227876,8.019093079,0,0.716666667,194.8738881,10.26095037,9.465029621,4.927165586
TALL_047,TALL_47W.CSV,TALL,47,W,11.49910692,40,10.775,4.388759822,22,5.601283335,24.552,17.3906,6.073620305,8.715083799,0,0.746153846,309.3818746,10.58149626,14.05040254,5.015558168
TALL_049,TALL_49E.CSV,TALL,49,E,21.46237803,40,21.025,6.956161597,28,6.864719586,28.132,23.1445,3.275566498,9.75147929,3,0.829310345,107.9575287,3.854561775,9.648828025,6.985830017
TALL_049,TALL_49W.CSV,TALL,49,W,15.35742976,40,14.875,9.559974718,26,9.335918541,26.935,17.305675,3.197039342,8.014953271,10,0.816071429,116.6416742,5.729601218,9.15496281,10.89448064
TALL_050,TALL_50C.CSV,TALL,50,C,14.37258379,40,14.45,5.900019541,21,6.016435822,21.943,17.048525,2.798701851,8.259927798,4,0.757608696,205.4922351,8.161164159,11.78505981,6.66149094
TALL_050,TALL_50E.CSV,TALL,50,E,6.436144035,40,6.15,7.133537881,16,6.791722904,18.516,7.005225,1.718434758,8.031372549,20,0.895,3.213381485,0.80212486,1.603114841,7.869704926
TALL_050,TALL_50W.CSV,TALL,50,W,19.67065648,40,19.025,6.052430122,26,7.250818919,29.133,24.008225,3.889441475,8.033613445,1,0.759166667,996.4459256,15.19157306,27.67059872,5.874725803
TALL_051,TALL_51E.CSV,TALL,51,E,13.90545991,40,13.3,8.928508355,27,9.505787711,26.79,17.738075,2.858654155,8.202105263,5,0.807142857,850.9403147,16.04357911,24.36275609,10.19753316
TALL_051,TALL_51W.CSV,TALL,51,W,23.93281502,40,24,7.219194754,34,8.212794896,35.087,28.92855,3.589554657,8.42462845,0,0.797916667,1091.93978,20.59866254,25.83863158,6.050843641
TALL_053,TALL_53C.CSV,TALL,53,C,14.26309426,40,13.2,5.596893412,26,6.241794614,34.242,22.363725,6.594724002,8.0896,0,0.766428571,558.8379576,17.10122287,16.32133984,7.679194739
TALL_053,TALL_53E.CSV,TALL,53,E,15.83053601,40,15.225,5.329055825,25,6.076543014,28.449,20.7482,6.138977179,8.424942263,0,0.740517241,98.18105289,7.36544479,6.628067285,4.621772094
TALL_053,TALL_53W.CSV,TALL,53,W,13.14914594,40,12.4,7.557409003,26,7.924014134,27.053,18.60315,4.943230552,8.158778626,2,0.778571429,154.960696,6.942920515,10.33230617,6.626828872
TALL_055,TALL_55C.CSV,TALL,55,C,10.23796271,40,9.6,7.74591688,22,7.644605941,23.451,13.138025,3.343344973,8.186588921,10,0.832291667,45.07529288,3.113787227,5.948077167,8.8921369
TALL_055,TALL_55E.CSV,TALL,55,E,14.19095529,40,13.55,5.634626243,22,5.920092905,28.945,20.1819,6.512844202,8.081218274,0,0.74,151.3741284,8.661340975,8.738152033,5.644873907
TALL_055,TALL_55W.CSV,TALL,55,W,11.09255854,40,10.35,5.514354628,26,6.802756794,26,18.44805,5.030853344,8.042105263,1,0.733333333,505.6669724,15.20849733,16.56407502,5.976248665
TALL_058,TALL_58C.CSV,TALL,58,C,13.96313113,40,11.75,5.595316725,29,6.29185982,35.537,23.82685,6.726461959,8.469635628,0,0.736486486,775.6189269,19.46490624,19.91824169,7.766449318
TALL_058,TALL_58E.CSV,TALL,58,E,12.50847134,40,11.35,6.040703201,25,6.725139404,31.541,19.39855,5.81966848,8.031007752,0,0.8,336.9743542,11.479279,14.32482139,6.946568992
TALL_058,TALL_58W.CSV,TALL,58,W,8.682050931,50,7.84,3.256324153,19,4.046529377,26.152,14.63804,6.985479873,8.044198895,0,0.707407407,210.7927696,9.314809772,11.13674497,5.732916158
TALL_059,TALL_59C.CSV,TALL,59,C,16.88648001,40,15.75,10.99759135,36,12.46144053,36.139,25.216975,4.871835735,8.055684455,1,0.775,522.1770341,17.11080621,15.1458689,9.123982513
TALL_059,TALL_59E.CSV,TALL,59,E,8.814331436,40,7.425,4.968752875,26,5.843318834,30.048,15.7125,6.203820747,8.296296296,0,0.766129032,611.1258983,14.14972119,20.27094691,7.499109031
TALL_059,TALL_59W.CSV,TALL,59,W,12.86482273,40,12.125,5.108500357,27,6.723791713,34.541,24.4867,6.644267751,8.016260163,0,0.735416667,973.4197903,22.2123722,21.90959405,6.285145631
TALL_060,TALL_60C.CSV,TALL,60,C,8.433301697,40,7.75,3.187388968,17,3.610747845,24.896,11.9237,6.225263339,8.061068702,0,0.741346154,30.51548442,3.982677094,3.82802398,4.316510433
TALL_060,TALL_60E.CSV,TALL,60,E,10.24950309,40,9.725,3.900085062,22,4.527623549,23.17,14.569725,7.139141461,9.6,0,0.707291667,62.93341161,5.549054758,5.669338842,5.079818051
TALL_060,TALL_60W.CSV,TALL,60,W,12.65618075,50,12.14,5.667075399,22,5.993362996,24.484,17.93576,4.69146514,8.285714286,3,0.7352,129.736145,7.680554418,8.411018298,5.963671779
TALL_061,TALL_61C.CSV,TALL,61,C,10.5325002,40,10.5,9.399927662,27,9.891915891,28.249,13.7891,2.637830828,8.057450628,14,0.822413793,216.2227298,7.589381626,12.59460267,12.05090692
TALL_061,TALL_61E.CSV,TALL,61,E,15.62614366,40,14.975,5.354422138,29,6.33043245,28.842,20.431125,4.273648058,8.339314845,1,0.7575,479.3870537,13.41445862,17.30431604,4.515683486
TALL_061,TALL_61W.CSV,TALL,61,W,12.33819449,30,12.56666667,8.172666136,23,8.424896966,22.852,12.75233333,1.118035561,7.906644931,5,0.866666667,18.69741711,2.095540957,3.782343878,8.649696476
TREE_025,TREE_25C.CSV,TREE,25,C,6.574704041,40,5.975,6.292086278,19,6.234931836,19.773,9.5504,3.07728053,8.013422819,15,0.786904762,135.7833199,5.859462884,10.0722398,8.528295221
TREE_025,TREE_25E.CSV,TREE,25,E,6.113059976,40,5.3,4.989769209,16,4.79165942,20.353,9.0426,2.589162154,8.270967742,11,0.808333333,85.63351587,4.31478329,8.186339904,7.07389157
TREE_025,TREE_25W.CSV,TREE,25,W,5.764240579,40,5.1,3.281007677,16,3.760319135,17.873,8.5545,6.476209501,8.171334432,1,0.732894737,37.40374787,3.277954505,5.163212385,4.161106725
TREE_039,TREE_39C_XXX.CSV,TREE,39,C,6.892492813,30,5.866666667,2.374892116,10,2.717024516,18.069,10.30776667,6.867957902,8.015748031,0,0.649122807,50.2386123,4.578694627,5.410560767,3.571893941
TREE_039,TREE_39E.CSV,TREE,39,E,6.336447524,40,5.3,2.633568733,13,2.410394159,18.789,9.4127,7.848836298,8.15274463,0,0.725,39.70733411,2.952440191,5.566904978,4.074162668
TREE_039,TREE_39W.CSV,TREE,39,W,5.149660716,40,4.5,4.677003384,20,4.74341649,22.231,7.38375,4.172912792,8.101265823,8,0.856521739,39.76504887,2.616616019,5.737453222,6.753646456
TREE_041,TREE_41C.CSV,TREE,41,C,13.80852987,40,13.6,6.593992386,24,6.766830868,54.034,17.6248,4.595926137,8.022988506,5,0.914090909,60.34961364,4.894892687,6.03238255,9.562702274
TREE_041,TREE_41E.CSV,TREE,41,E,14.38721835,40,13.525,6.62704809,21,6.956965934,23.736,16.669825,3.701863019,8.392638037,5,0.809,102.2268497,5.181059703,8.682365463,7.00333336
TREE_041,TREE_41W.CSV,TREE,41,W,12.40353094,40,11.575,6.621999053,22,6.818678391,22.562,15.293875,4.320115086,14.43799472,6,0.838541667,134.8033168,4.761734604,10.58910763,7.43476276
TREE_042,TREE_42C.CSV,TREE,42,C,12.82434513,40,11.9,4.582894384,23,5.607138308,22.812,18.0861,6.456758923,9.402247191,0,0.721875,81.53331477,6.328430586,6.440829224,3.915148403
TREE_042,TREE_42E.CSV,TREE,42,E,10.65428051,40,9.025,4.285296628,18,4.367422008,22.407,15.21525,6.922136674,11.44897959,1,0.772826087,259.2608281,8.805797768,13.48030985,5.74488709
TREE_042,TREE_42W.CSV,TREE,42,W,11.76033176,40,11,4.568903265,21,5.054700782,23.46,17.589675,7.24143622,8.090293454,0,0.728125,159.7028322,7.914504454,9.852078534,4.213747053
TREE_045,TREE_45C.CSV,TREE,45,C,10.43494539,40,9.275,5.38910466,21,6.111413503,21.411,13.512925,2.445281286,8.113256113,5,0.769318182,189.1250431,7.253594537,11.68376692,6.335250204
TREE_046,TREE_46C.CSV,TREE,46,C,6.376067771,40,5.65,4.450857983,19,4.563715591,21.082,9.05485,4.486312116,8.46741573,6,0.8375,47.68527433,3.050859455,6.194960122,5.9646076
TREE_046,TREE_46E.CSV,TREE,46,E,9.801626197,40,8.9,4.543219779,19,5.2,21.91,14.971175,4.73025652,9.594594595,2,0.761956522,150.5833428,8.488284018,8.861849535,4.663710215
TREE_046,TREE_46W.CSV,TREE,46,W,8.605432156,40,7.95,3.983129959,19,4.620335486,23.015,13.0374,7.470553132,9.296296296,0,0.759375,141.3186481,7.090233394,9.541867666,5.302718586
TREE_047,TREE_47C.CSV,TREE,47,C,7.442639931,40,6.875,4.793556643,17,4.63242647,19.235,9.031375,3.495720391,8.053781513,7,0.8375,13.17976417,1.896896284,3.095407673,6.014453875
TREE_047,TREE_47E.CSV,TREE,47,E,16.62661183,40,15.95,3.988693234,21,4.212778181,23.013,19.564125,3.786791544,8.085409253,1,0.757291667,29.83256292,3.716659303,4.002375113,4.062950628
TREE_047,TREE_47W.CSV,TREE,47,W,11.65147116,40,10.8,6.507673184,18,6.454455825,21.741,14.631075,2.981641543,8.950943396,8,0.781521739,43.68690032,3.614484219,5.533751363,7.63264654
TREE_049,TREE_49C.CSV,TREE,49,C,8.708579315,40,8.3,5.714083656,19,5.827520914,22.113,12.035075,4.636033491,8.015037594,10,0.80326087,43.10697673,3.90609252,5.277254775,7.648585424
TREE_049,TREE_49E.CSV,TREE,49,E,10.37661119,40,8.975,3.796175675,21,4.751249836,23.538,16.71905,7.287205039,8.062622309,0,0.694,251.4750431,11.54782361,10.86843194,4.198082749
TREE_049,TREE_49W.CSV,TREE,49,W,10.15751326,40,9.375,4.012692761,19,4.379997146,22.134,15.8664,7.835450862,8.034934498,0,0.725,105.4710239,7.146387823,7.375646752,4.88692301
TREE_053,TREE_53C.CSV,TREE,53,C,9.918873581,40,8.85,4.318524993,18,4.503054519,20.342,13.343475,5.88475125,8.115226337,1,0.745238095,45.17942297,4.234379227,5.220101103,5.012532263
TREE_053,TREE_53E.CSV,TREE,53,E,9.68048733,40,9.025,5.854414331,20,5.781381755,21.888,13.756775,5.924606367,8.863157895,5,0.767391304,66.98203218,4.821601595,6.613183064,7.36204661
TREE_053,TREE_53W.CSV,TREE,53,W,7.798342169,40,6.825,3.937872129,15,3.632406227,23.317,13.5445,6.082637952,8.071588367,4,0.748958333,144.5241231,6.726494418,9.963854475,6.697217459
TREE_056,TREE_56C.CSV,TREE,56,C,8.552069689,40,7.5,4.879029102,16,4.748684028,19.44,12.057625,4.885789259,8.075471698,3,0.76375,20.24514034,2.909761924,3.431971137,5.765087584
TREE_056,TREE_56E.CSV,TREE,56,E,6.899436025,40,6.375,5.329087378,16,5.323004321,18.178,9.230825,3.253108465,8.065693431,12,0.786842105,31.82029301,2.870189068,4.856161831,6.811888664
TREE_056,TREE_56W.CSV,TREE,56,W,8.624121697,40,7.75,5.938162169,19,5.978084978,21.862,11.873475,4.032444646,8.024539877,10,0.79673913,184.2040019,6.139683902,12.10406062,7.739530063
UNDE_045,UNDE_45C.CSV,UNDE,45,C,9.82970022,40,8,4.591402218,19,5.176871642,23.604,17.197075,6.09083708,8.078431373,1,0.715,485.2841684,15.30097702,15.84816301,5.978710363
UNDE_045,UNDE_45E.CSV,UNDE,45,E,9.887106015,40,9.175,6.507715684,23,8.033951394,25.711,16.9545,6.486015334,8.03125,0,0.709259259,698.4169217,18.16835174,19.19187111,7.106429184
UNDE_045,UNDE_45W.CSV,UNDE,45,W,6.77526615,40,5.6,2.654453541,14,2.887905816,19.685,12.768475,6.704068841,8.033542977,0,0.661904762,72.80097241,6.365317159,5.681875559,4.6873374
UNDE_047,UNDE_47C.CSV,UNDE,47,C,11.47059041,40,10.4,6.255170985,22,6.956292116,24.798,17.550725,7.325899418,8.270462633,0,0.763461538,211.0883903,8.640764146,11.68013635,5.508000163
UNDE_047,UNDE_47E.CSV,UNDE,47,E,12.60238864,40,11.475,4.074816792,20,4.722221405,22.076,16.96915,6.488842062,8.053244592,0,0.686956522,59.09447499,5.110539321,5.742548462,3.5647668
UNDE_047,UNDE_47W.CSV,UNDE,47,W,17.05788589,40,15.775,6.03560252,25,7.846934115,26.288,21.990825,5.743758015,8.122222222,0,0.755555556,712.4264916,16.04030126,21.33389855,4.150601945
UNDE_048,UNDE_48C.CSV,UNDE,48,C,9.12237804,40,8.1,4.27962175,19,4.9989999,21.82,13.319825,5.584713917,8.107816712,0,0.729347826,162.7703405,6.827231787,10.77771992,5.027354169
UNDE_048,UNDE_48E_XXX.CSV,UNDE,48,E,10.24957562,50,10.08,5.144269846,19,6.144395821,21.045,14.55282,4.289978554,9.535508637,4,0.726363636,286.6683758,11.08967824,12.79403816,6.212633595
UNDE_048,UNDE_48W.CSV,UNDE,48,W,7.462653065,40,6.525,3.123981707,21,3.993666861,21.666,13.707025,5.498105059,8.031809145,0,0.7,179.6659119,9.717615368,9.23221877,4.676909178
UNDE_049,UNDE_49C_XXX.CSV,UNDE,49,C,5.069631258,50,4.08,2.454304353,18,2.834360598,19.363,8.53148,7.035753797,8.802359882,0,0.723,31.14388802,3.365573161,4.451607049,4.431448753
UNDE_049,UNDE_49E.CSV,UNDE,49,E,5.809450364,40,5.175,2.362325333,17,2.663526797,21.852,9.7898,5.894225016,8.023633678,0,0.772826087,55.48750142,3.747301012,6.437797492,4.642769615
UNDE_049,UNDE_49W.CSV,UNDE,49,W,5.132081789,40,4.4,2.85475232,12,3.3,14.363,7.72985,6.169240317,8.301145663,3,0.69,22.9650233,2.988517776,3.74616935,3.954064897
UNDE_050,UNDE_50W.CSV,UNDE,50,W,8.618376819,40,7.75,5.534893438,24,6.545036287,24.2,14.369725,5.048810354,8.445747801,1,0.698,176.2218096,9.515312917,9.256383186,5.877739693
UNDE_054,UNDE_54C.CSV,UNDE,54,C,15.05805254,40,14.675,5.300390138,24,6.294392346,24.919,21.955575,5.936356881,8.013536379,0,0.708653846,560.340543,14.47018736,18.7337722,3.070662376
UNDE_054,UNDE_54E.CSV,UNDE,54,E,19.65537774,30,19.1,2.613677137,22,3.058866893,24.173,22.71553333,6.947391236,8.074766355,0,0.734666667,66.7382083,5.381997754,6.145918034,1.60906224
UNDE_054,UNDE_54W.CSV,UNDE,54,W,16.55830669,40,15.575,4.03433342,23,4.646974822,24.669,21.390925,6.183898464,8.040268456,0,0.723076923,82.21795486,6.80363556,5.99403854,2.481051311
UNDE_054,UNDE_54W2.CSV,UNDE,54,W,16.30040559,40,15.15,4.469190269,22,5.694514905,24.622,21.91545,6.519055695,8.068259386,0,0.697115385,251.1097585,10.44030293,11.9209829,1.820203214
UNDE_058,UNDE_58C.CSV,UNDE,58,C,10.09587862,40,9.225,4.104299989,18,4.309799879,24.122,16.130525,6.214463718,8.073260073,0,0.718,98.99171052,6.376516175,7.637522634,4.354996823
UNDE_058,UNDE_58E.CSV,UNDE,58,E,10.39917138,40,9.575,4.309360601,17,4.636202649,20.328,16.061825,6.36976708,8.041830065,0,0.680952381,61.25531635,5.44144718,5.625474996,3.47455644
UNDE_058,UNDE_58W_XXX.CSV,UNDE,58,W,10.72472526,50,9.56,4.497131606,19,4.854523664,22.873,16.88088,5.690527396,8.492668622,1,0.688333333,242.1371651,9.865539611,12.03363176,5.03467519
UNDE_061,UNDE_61C.CSV,UNDE,61,C,10.92275683,40,9.75,4.967802806,20,4.887484015,22.916,17.26475,7.739332448,8.084321476,0,0.682291667,58.60533697,5.62984754,5.187499749,5.235765493
