"","xbin","zbin","lidar.pulses","bin.hits","sky.hits","can.hits","Freq"
"295",17,7,391,0,0,391,1
"296",17,8,391,0,0,391,1
"297",17,9,391,0,0,391,1
"298",18,0,391,0,0,391,1
"299",18,1,391,0,0,391,1
"300",18,10,391,0,0,391,1
"301",18,11,391,0,0,391,1
"302",18,12,391,0,0,391,1
"303",18,13,391,85,0,391,1
"304",18,14,391,0,0,391,1
"305",18,15,391,0,0,391,1
"306",18,16,391,0,0,391,1
"307",18,17,391,0,0,391,1
"308",18,18,391,0,0,391,1
"309",18,19,391,4,0,391,1
"310",18,2,391,0,0,391,1
"311",18,20,391,14,0,391,1
"312",18,21,391,202,0,391,1
"313",18,22,391,79,0,391,1
"314",18,23,391,5,0,391,1
"315",18,24,391,2,0,391,1
"316",18,25,391,0,0,391,1
"317",18,26,391,0,0,391,1
"318",18,27,391,0,0,391,1
"319",18,28,391,0,0,391,1
"320",18,29,391,0,0,391,1
"321",18,3,391,0,0,391,1
"322",18,30,391,0,0,391,1
"323",18,31,391,0,0,391,1
"324",18,32,391,0,0,391,1
"325",18,4,391,0,0,391,1
"326",18,5,391,0,0,391,1
"327",18,6,391,0,0,391,1
"328",18,7,391,0,0,391,1
"329",18,8,391,0,0,391,1
"330",18,9,391,0,0,391,1
"331",19,0,391,0,0,391,1
"332",19,1,391,0,0,391,1
"333",19,10,391,0,0,391,1
"334",19,11,391,0,0,391,1
"335",19,12,391,0,0,391,1
"336",19,13,391,48,0,391,1
"337",19,14,391,0,0,391,1
"338",19,15,391,0,0,391,1
"339",19,16,391,0,0,391,1
"340",19,17,391,0,0,391,1
"341",19,18,391,0,0,391,1
"342",19,19,391,0,0,391,1
"343",19,2,391,0,0,391,1
"344",19,20,391,12,0,391,1
"345",19,21,391,40,0,391,1
"346",19,22,391,46,0,391,1
"347",19,23,391,2,0,391,1
"348",19,24,391,18,0,391,1
"349",19,25,391,1,0,391,1
"350",19,26,391,21,0,391,1
"351",19,27,391,11,0,391,1
"352",19,28,391,71,0,391,1
"353",19,29,391,99,0,391,1
"354",19,3,391,0,0,391,1
"355",19,30,391,22,0,391,1
"356",19,31,391,0,0,391,1
"357",19,32,391,0,0,391,1
"358",19,4,391,0,0,391,1
"359",19,5,391,0,0,391,1
"360",19,6,391,0,0,391,1
"361",19,7,391,0,0,391,1
"362",19,8,391,0,0,391,1
"363",19,9,391,0,0,391,1
"364",2,0,268,0,0,261,1
"365",2,1,268,0,0,261,1
"366",2,10,268,0,0,261,1
"367",2,11,268,0,0,261,1
"368",2,12,268,0,0,261,1
"369",2,13,268,0,0,261,1
"370",2,14,268,0,0,261,1
"371",2,15,268,0,0,261,1
"372",2,16,268,0,0,261,1
"373",2,17,268,0,0,261,1
"374",2,18,268,0,0,261,1
"375",2,19,268,0,0,261,1
"376",2,2,268,0,0,261,1
"377",2,20,268,0,0,261,1
"378",2,21,268,60,7,261,1
"379",2,22,268,22,7,261,1
"380",2,23,268,12,7,261,1
"381",2,24,268,64,7,261,1
"382",2,25,268,25,7,261,1
"383",2,26,268,0,0,261,1
"384",2,27,268,0,0,261,1
"385",2,28,268,0,0,261,1
"386",2,29,268,0,0,261,1
"387",2,3,268,0,0,261,1
"388",2,30,268,0,0,261,1
"389",2,31,268,0,0,261,1
"390",2,32,268,0,0,261,1
"391",2,4,268,78,7,261,1
"392",2,5,268,0,0,261,1
"393",2,6,268,0,0,261,1
"394",2,7,268,0,0,261,1
"395",2,8,268,0,0,261,1
"396",2,9,268,0,0,261,1
"397",20,0,391,0,0,390,1
"398",20,1,391,0,0,390,1
"399",20,10,391,0,0,390,1
"400",20,11,391,0,0,390,1
"401",20,12,391,0,0,390,1
"402",20,13,391,0,0,390,1
"403",20,14,391,0,0,390,1
"404",20,15,391,0,0,390,1
"405",20,16,391,16,0,390,1
"406",20,17,391,14,0,390,1
"407",20,18,391,0,0,390,1
"408",20,19,391,0,0,390,1
"409",20,2,391,0,0,390,1
"410",20,20,391,0,0,390,1
"411",20,21,391,28,0,390,1
"412",20,22,391,0,0,390,1
"413",20,23,391,6,0,390,1
"414",20,24,391,7,0,390,1
"415",20,25,391,0,0,390,1
"416",20,26,391,33,0,390,1
"417",20,27,391,72,0,390,1
"418",20,28,391,95,0,390,1
"419",20,29,391,61,0,390,1
"420",20,3,391,0,0,390,1
"421",20,30,391,19,0,390,1
"422",20,31,391,32,0,390,1
"423",20,32,391,7,0,390,1
"424",20,4,391,0,0,390,1
"425",20,5,391,0,0,390,1
"426",20,6,391,0,0,390,1
"427",20,7,391,0,0,390,1
"428",20,8,391,0,0,390,1
"429",20,9,391,0,0,390,1
"430",21,0,310,0,0,285,1
"431",21,1,310,0,0,285,1
"432",21,10,310,0,0,285,1
"433",21,11,310,0,0,285,1
"434",21,12,310,0,0,285,1
"435",21,13,310,0,0,285,1
"436",21,14,310,0,0,285,1
"437",21,15,310,0,0,285,1
"438",21,16,310,19,25,285,1
"439",21,17,310,0,0,285,1
"440",21,18,310,0,0,285,1
"441",21,19,310,0,0,285,1
"442",21,2,310,0,0,285,1
"443",21,20,310,0,0,285,1
"444",21,21,310,0,0,285,1
"445",21,22,310,0,0,285,1
"446",21,23,310,0,0,285,1
"447",21,24,310,2,25,285,1
"448",21,25,310,0,0,285,1
"449",21,26,310,25,25,285,1
"450",21,27,310,37,25,285,1
"451",21,28,310,27,25,285,1
"452",21,29,310,0,0,285,1
"453",21,3,310,24,25,285,1
"454",21,30,310,0,0,285,1
"455",21,31,310,0,0,285,1
"456",21,32,310,0,0,285,1
"457",21,4,310,8,25,285,1
"458",21,5,310,143,25,285,1
"459",21,6,310,0,0,285,1
"460",21,7,310,0,0,285,1
"461",21,8,310,0,0,285,1
"462",21,9,310,0,0,285,1
"463",22,0,309,0,0,309,1
"464",22,1,309,0,0,309,1
"465",22,10,309,0,0,309,1
"466",22,11,309,0,0,309,1
"467",22,12,309,0,0,309,1
"468",22,13,309,0,0,309,1
"469",22,14,309,0,0,309,1
"470",22,15,309,0,0,309,1
"471",22,16,309,37,0,309,1
"472",22,17,309,35,0,309,1
"473",22,18,309,0,0,309,1
"474",22,19,309,10,0,309,1
"475",22,2,309,0,0,309,1
"476",22,20,309,3,0,309,1
"477",22,21,309,21,0,309,1
"478",22,22,309,20,0,309,1
"479",22,23,309,0,0,309,1
"480",22,24,309,0,0,309,1
"481",22,25,309,0,0,309,1
"482",22,26,309,11,0,309,1
"483",22,27,309,0,0,309,1
"484",22,28,309,0,0,309,1
"485",22,29,309,0,0,309,1
"486",22,3,309,172,0,309,1
"487",22,30,309,0,0,309,1
"488",22,31,309,0,0,309,1
"489",22,32,309,0,0,309,1
"490",22,4,309,0,0,309,1
"491",22,5,309,0,0,309,1
"492",22,6,309,0,0,309,1
"493",22,7,309,0,0,309,1
"494",22,8,309,0,0,309,1
"495",22,9,309,0,0,309,1
"496",23,0,309,0,0,309,1
"497",23,1,309,0,0,309,1
"498",23,10,309,0,0,309,1
"499",23,11,309,0,0,309,1
"500",23,12,309,0,0,309,1
"501",23,13,309,0,0,309,1
"502",23,14,309,0,0,309,1
"503",23,15,309,1,0,309,1
"504",23,16,309,92,0,309,1
"505",23,17,309,32,0,309,1
"506",23,18,309,0,0,309,1
"507",23,19,309,0,0,309,1
"508",23,2,309,0,0,309,1
"509",23,20,309,0,0,309,1
"510",23,21,309,36,0,309,1
"511",23,22,309,77,0,309,1
"512",23,23,309,10,0,309,1
"513",23,24,309,5,0,309,1
"514",23,25,309,11,0,309,1
"515",23,26,309,27,0,309,1
"516",23,27,309,11,0,309,1
"517",23,28,309,5,0,309,1
"518",23,29,309,0,0,309,1
"519",23,3,309,0,0,309,1
"520",23,30,309,0,0,309,1
"521",23,31,309,2,0,309,1
"522",23,32,309,0,0,309,1
"523",23,4,309,0,0,309,1
"524",23,5,309,0,0,309,1
"525",23,6,309,0,0,309,1
"526",23,7,309,0,0,309,1
"527",23,8,309,0,0,309,1
"528",23,9,309,0,0,309,1
"529",24,0,310,0,0,310,1
"530",24,1,310,0,0,310,1
"531",24,10,310,0,0,310,1
"532",24,11,310,0,0,310,1
"533",24,12,310,0,0,310,1
"534",24,13,310,0,0,310,1
"535",24,14,310,0,0,310,1
"536",24,15,310,0,0,310,1
"537",24,16,310,0,0,310,1
"538",24,17,310,10,0,310,1
"539",24,18,310,0,0,310,1
"540",24,19,310,0,0,310,1
"541",24,2,310,0,0,310,1
"542",24,20,310,0,0,310,1
"543",24,21,310,0,0,310,1
"544",24,22,310,0,0,310,1
"545",24,23,310,0,0,310,1
"546",24,24,310,0,0,310,1
"547",24,25,310,0,0,310,1
"548",24,26,310,0,0,310,1
"549",24,27,310,0,0,310,1
"550",24,28,310,0,0,310,1
"551",24,29,310,0,0,310,1
"552",24,3,310,300,0,310,1
"553",24,30,310,0,0,310,1
"554",24,31,310,0,0,310,1
"555",24,32,310,0,0,310,1
"556",24,4,310,0,0,310,1
"557",24,5,310,0,0,310,1
"558",24,6,310,0,0,310,1
"559",24,7,310,0,0,310,1
"560",24,8,310,0,0,310,1
"561",24,9,310,0,0,310,1
"562",25,0,309,0,0,309,1
"563",25,1,309,0,0,309,1
"564",25,10,309,0,0,309,1
"565",25,11,309,0,0,309,1
"566",25,12,309,0,0,309,1
"567",25,13,309,43,0,309,1
"568",25,14,309,0,0,309,1
"569",25,15,309,0,0,309,1
"570",25,16,309,2,0,309,1
"571",25,17,309,0,0,309,1
"572",25,18,309,0,0,309,1
"573",25,19,309,0,0,309,1
"574",25,2,309,168,0,309,1
"575",25,20,309,0,0,309,1
"576",25,21,309,0,0,309,1
"577",25,22,309,0,0,309,1
"578",25,23,309,0,0,309,1
"579",25,24,309,0,0,309,1
"580",25,25,309,0,0,309,1
"581",25,26,309,0,0,309,1
"582",25,27,309,0,0,309,1
"583",25,28,309,0,0,309,1
"584",25,29,309,0,0,309,1
"585",25,3,309,96,0,309,1
"586",25,30,309,0,0,309,1
"587",25,31,309,0,0,309,1
"588",25,32,309,0,0,309,1
"589",25,4,309,0,0,309,1
"590",25,5,309,0,0,309,1
"591",25,6,309,0,0,309,1
"592",25,7,309,0,0,309,1
"593",25,8,309,0,0,309,1
"594",25,9,309,0,0,309,1
"595",26,0,309,0,0,309,1
"596",26,1,309,0,0,309,1
"597",26,10,309,0,0,309,1
"598",26,11,309,0,0,309,1
"599",26,12,309,0,0,309,1
"600",26,13,309,0,0,309,1
"601",26,14,309,0,0,309,1
"602",26,15,309,0,0,309,1
"603",26,16,309,0,0,309,1
"604",26,17,309,0,0,309,1
"605",26,18,309,0,0,309,1
"606",26,19,309,0,0,309,1
"607",26,2,309,290,0,309,1
"608",26,20,309,0,0,309,1
"609",26,21,309,0,0,309,1
"610",26,22,309,0,0,309,1
"611",26,23,309,0,0,309,1
"612",26,24,309,0,0,309,1
"613",26,25,309,0,0,309,1
"614",26,26,309,0,0,309,1
"615",26,27,309,0,0,309,1
"616",26,28,309,0,0,309,1
"617",26,29,309,0,0,309,1
"618",26,3,309,19,0,309,1
"619",26,30,309,0,0,309,1
"620",26,31,309,0,0,309,1
"621",26,32,309,0,0,309,1
"622",26,4,309,0,0,309,1
"623",26,5,309,0,0,309,1
"624",26,6,309,0,0,309,1
"625",26,7,309,0,0,309,1
"626",26,8,309,0,0,309,1
"627",26,9,309,0,0,309,1
"628",27,0,310,0,0,308,1
"629",27,1,310,0,0,308,1
"630",27,10,310,0,0,308,1
"631",27,11,310,0,0,308,1
"632",27,12,310,0,0,308,1
"633",27,13,310,0,0,308,1
"634",27,14,310,0,0,308,1
"635",27,15,310,0,0,308,1
"636",27,16,310,0,0,308,1
"637",27,17,310,0,0,308,1
"638",27,18,310,0,0,308,1
"639",27,19,310,0,0,308,1
"640",27,2,310,91,2,308,1
"641",27,20,310,0,0,308,1
"642",27,21,310,0,0,308,1
"643",27,22,310,0,0,308,1
"644",27,23,310,0,0,308,1
"645",27,24,310,0,0,308,1
"646",27,25,310,0,0,308,1
"647",27,26,310,0,0,308,1
"648",27,27,310,0,0,308,1
"649",27,28,310,0,0,308,1
"650",27,29,310,0,0,308,1
"651",27,3,310,214,2,308,1
"652",27,30,310,0,0,308,1
"653",27,31,310,0,0,308,1
"654",27,32,310,0,0,308,1
"655",27,4,310,2,2,308,1
"656",27,5,310,1,2,308,1
"657",27,6,310,0,0,308,1
"658",27,7,310,0,0,308,1
"659",27,8,310,0,0,308,1
"660",27,9,310,0,0,308,1
"661",28,0,309,0,0,309,1
"662",28,1,309,0,0,309,1
"663",28,10,309,0,0,309,1
"664",28,11,309,0,0,309,1
"665",28,12,309,0,0,309,1
"666",28,13,309,0,0,309,1
"667",28,14,309,1,0,309,1
"668",28,15,309,0,0,309,1
"669",28,16,309,0,0,309,1
"670",28,17,309,0,0,309,1
"671",28,18,309,0,0,309,1
"672",28,19,309,0,0,309,1
"673",28,2,309,0,0,309,1
"674",28,20,309,0,0,309,1
"675",28,21,309,0,0,309,1
"676",28,22,309,0,0,309,1
"677",28,23,309,0,0,309,1
"678",28,24,309,0,0,309,1
"679",28,25,309,0,0,309,1
"680",28,26,309,0,0,309,1
"681",28,27,309,0,0,309,1
"682",28,28,309,0,0,309,1
"683",28,29,309,0,0,309,1
"684",28,3,309,164,0,309,1
"685",28,30,309,0,0,309,1
"686",28,31,309,0,0,309,1
"687",28,32,309,0,0,309,1
"688",28,4,309,0,0,309,1
"689",28,5,309,140,0,309,1
"690",28,6,309,4,0,309,1
"691",28,7,309,0,0,309,1
"692",28,8,309,0,0,309,1
"693",28,9,309,0,0,309,1
"694",29,0,309,0,0,309,1
"695",29,1,309,0,0,309,1
"696",29,10,309,0,0,309,1
"697",29,11,309,0,0,309,1
"698",29,12,309,0,0,309,1
"699",29,13,309,0,0,309,1
"700",29,14,309,0,0,309,1
"701",29,15,309,0,0,309,1
"702",29,16,309,0,0,309,1
"703",29,17,309,0,0,309,1
"704",29,18,309,0,0,309,1
"705",29,19,309,0,0,309,1
"706",29,2,309,0,0,309,1
"707",29,20,309,0,0,309,1
"708",29,21,309,0,0,309,1
"709",29,22,309,0,0,309,1
"710",29,23,309,0,0,309,1
"711",29,24,309,0,0,309,1
"712",29,25,309,0,0,309,1
"713",29,26,309,0,0,309,1
"714",29,27,309,0,0,309,1
"715",29,28,309,0,0,309,1
"716",29,29,309,0,0,309,1
"717",29,3,309,19,0,309,1
"718",29,30,309,0,0,309,1
"719",29,31,309,0,0,309,1
"720",29,32,309,0,0,309,1
"721",29,4,309,112,0,309,1
"722",29,5,309,125,0,309,1
"723",29,6,309,39,0,309,1
"724",29,7,309,14,0,309,1
"725",29,8,309,0,0,309,1
"726",29,9,309,0,0,309,1
"727",3,0,268,0,0,256,1
"728",3,1,268,0,0,256,1
"729",3,10,268,0,0,256,1
"730",3,11,268,0,0,256,1
"731",3,12,268,0,0,256,1
"732",3,13,268,0,0,256,1
"733",3,14,268,0,0,256,1
"734",3,15,268,0,0,256,1
"735",3,16,268,0,0,256,1
"736",3,17,268,0,0,256,1
"737",3,18,268,0,0,256,1
"738",3,19,268,0,0,256,1
"739",3,2,268,0,0,256,1
"740",3,20,268,1,12,256,1
"741",3,21,268,50,12,256,1
"742",3,22,268,11,12,256,1
"743",3,23,268,3,12,256,1
"744",3,24,268,67,12,256,1
"745",3,25,268,115,12,256,1
"746",3,26,268,9,12,256,1
"747",3,27,268,0,0,256,1
"748",3,28,268,0,0,256,1
"749",3,29,268,0,0,256,1
"750",3,3,268,0,0,256,1
"751",3,30,268,0,0,256,1
"752",3,31,268,0,0,256,1
"753",3,32,268,0,0,256,1
"754",3,4,268,0,0,256,1
"755",3,5,268,0,0,256,1
"756",3,6,268,0,0,256,1
"757",3,7,268,0,0,256,1
"758",3,8,268,0,0,256,1
"759",3,9,268,0,0,256,1
"760",30,0,310,0,0,309,1
"761",30,1,310,0,0,309,1
"762",30,10,310,0,0,309,1
"763",30,11,310,0,0,309,1
"764",30,12,310,0,0,309,1
"765",30,13,310,0,0,309,1
"766",30,14,310,0,0,309,1
"767",30,15,310,0,0,309,1
"768",30,16,310,0,0,309,1
"769",30,17,310,0,0,309,1
"770",30,18,310,0,0,309,1
"771",30,19,310,0,0,309,1
"772",30,2,310,0,0,309,1
"773",30,20,310,0,0,309,1
"774",30,21,310,0,0,309,1
"775",30,22,310,0,0,309,1
"776",30,23,310,0,0,309,1
"777",30,24,310,0,0,309,1
"778",30,25,310,0,0,309,1
"779",30,26,310,0,0,309,1
"780",30,27,310,0,0,309,1
"781",30,28,310,0,0,309,1
"782",30,29,310,0,0,309,1
"783",30,3,310,128,0,309,1
"784",30,30,310,0,0,309,1
"785",30,31,310,0,0,309,1
"786",30,32,310,0,0,309,1
"787",30,4,310,10,0,309,1
"788",30,5,310,2,0,309,1
"789",30,6,310,35,0,309,1
"790",30,7,310,128,0,309,1
"791",30,8,310,6,0,309,1
"792",30,9,310,0,0,309,1
"793",4,0,267,0,0,262,1
"794",4,1,267,0,0,262,1
"795",4,10,267,0,0,262,1
"796",4,11,267,0,0,262,1
"797",4,12,267,0,0,262,1
"798",4,13,267,0,0,262,1
"799",4,14,267,0,0,262,1
"800",4,15,267,0,0,262,1
"801",4,16,267,0,0,262,1
"802",4,17,267,0,0,262,1
"803",4,18,267,0,0,262,1
"804",4,19,267,45,5,262,1
"805",4,2,267,0,0,262,1
"806",4,20,267,35,5,262,1
"807",4,21,267,0,0,262,1
"808",4,22,267,27,5,262,1
"809",4,23,267,4,5,262,1
"810",4,24,267,38,5,262,1
"811",4,25,267,105,5,262,1
"812",4,26,267,8,5,262,1
"813",4,27,267,0,0,262,1
"814",4,28,267,0,0,262,1
"815",4,29,267,0,0,262,1
"816",4,3,267,0,0,262,1
"817",4,30,267,0,0,262,1
"818",4,31,267,0,0,262,1
